45,67
46,59
48,58
44,65
49,62
42,66
43,67
42,65
52,64
37,65
36,56
36,58
48,56
42,58
41,67
36,62
44,70
49,55
40,66
47,57
49,59
47,60
40,59
42,64
37,59
37,69
47,61
46,64
39,67
41,57
42,62
46,68
50,56
45,65
34,68
45,69
39,65
43,69
52,68
51,61
38,64
39,59
42,72
47,63
39,63
37,64
49,58
45,62
53,54
45,57
46,65
52,59
41,64
36,61
31,56
50,57
48,57
31,58
43,70
45,61
41,66
41,62
47,62
50,59
46,61
38,63
44,63
42,71
36,57
42,63
42,69
35,58
49,56
41,68
45,66
45,68
37,68
43,66
45,72
34,57
35,60
44,69
37,66
52,63
33,58
45,74
26,69
37,60
45,56
36,59
47,68
46,56
46,58
51,55
44,62
43,57
43,65
30,58
40,64
34,58
51,59
37,61
35,59
42,70
41,59
41,61
44,64
35,57
41,63
43,63
32,58
42,68
37,67
44,66
41,69
36,64
38,62
36,68
48,64
43,55
50,62
41,60
46,62
51,63
53,57
43,59
27,44
46,63
31,42
31,44
51,56
34,45
26,51
51,60
23,46
44,71
50,55
25,48
31,64
24,49
36,67
44,67
38,65
47,56
30,45
46,69
39,66
46,57
30,57
40,63
40,67
12,59
45,64
34,47
31,46
52,65
40,69
