1,65
1,79
1,86
1,87
1,90
1,92
1,93
1,164
2,69
2,79
2,86
2,87
2,92
2,143
3,68
3,69
3,74
3,80
3,82
3,87
4,67
4,68
4,69
4,75
4,80
4,88
4,179
5,39
5,63
5,68
5,69
5,73
5,85
5,88
6,62
6,69
6,70
6,73
6,74
6,75
6,76
6,81
6,83
6,84
6,86
6,127
7,68
7,77
7,78
7,82
7,83
7,84
7,85
7,86
8,61
8,62
8,65
8,66
8,67
8,68
8,72
8,73
8,74
8,75
8,76
8,79
8,82
8,84
8,123
8,183
9,36
9,62
9,63
9,64
9,67
9,68
9,69
9,70
9,71
9,72
9,73
9,74
9,75
9,76
9,77
9,78
9,84
9,86
9,126
10,29
10,31
10,37
10,44
10,60
10,61
10,62
10,64
10,65
10,66
10,68
10,69
10,70
10,73
10,74
10,75
10,76
10,77
10,83
11,24
11,36
11,43
11,61
11,62
11,63
11,64
11,65
11,66
11,68
11,69
11,70
11,71
11,72
11,76
11,77
11,78
11,79
11,80
12,25
12,29
12,33
12,35
12,59
12,60
12,61
12,62
12,63
12,66
12,67
12,71
12,72
12,74
12,75
12,76
12,77
12,78
12,80
12,88
12,115
13,59
13,60
13,61
13,67
13,68
13,69
13,71
13,72
13,73
13,74
13,77
13,78
13,82
13,86
13,87
14,27
14,29
14,30
14,33
14,37
14,59
14,60
14,61
14,67
14,69
14,70
14,71
14,73
14,75
14,77
14,79
14,83
14,107
14,129
15,26
15,28
15,30
15,32
15,36
15,38
15,59
15,60
15,65
15,66
15,67
15,73
15,76
15,81
15,83
15,134
16,29
16,35
16,39
16,58
16,59
16,61
16,62
16,65
16,66
16,67
16,68
16,69
16,78
16,79
16,80
17,36
17,38
17,58
17,59
17,60
17,61
17,63
17,64
17,65
17,66
17,67
17,68
17,69
17,73
17,74
18,27
18,29
18,37
18,39
18,56
18,57
18,58
18,65
18,66
18,67
18,68
18,70
18,71
18,75
19,30
19,57
19,60
19,61
19,62
19,72
19,76
20,28
20,33
20,35
20,37
20,53
20,54
20,57
20,58
20,59
20,60
20,61
20,69
20,70
20,71
20,74
21,28
21,36
21,38
21,42
21,52
21,53
21,54
21,60
21,64
21,68
21,70
21,72
21,82
21,88
22,41
22,43
22,44
22,45
22,48
22,49
22,50
22,51
22,52
22,53
22,55
22,58
22,59
22,60
22,62
22,65
22,69
22,70
22,72
22,73
22,74
22,79
22,80
23,26
23,36
23,44
23,46
23,48
23,49
23,50
23,51
23,53
23,55
23,58
23,59
23,60
23,61
23,62
23,64
23,66
23,69
23,72
23,73
23,76
23,82
24,25
24,41
24,45
24,47
24,49
24,50
24,51
24,53
24,55
24,58
24,61
24,62
24,63
24,67
24,68
24,72
24,73
24,78
24,79
24,81
24,82
24,84
24,97
24,100
25,24
25,26
25,36
25,44
25,47
25,48
25,49
25,50
25,51
25,53
25,56
25,63
25,64
25,65
25,66
25,67
25,68
25,72
25,73
25,77
25,79
25,80
25,84
25,99
26,25
26,37
26,39
26,45
26,48
26,50
26,51
26,52
26,53
26,54
26,59
26,61
26,62
26,64
26,65
26,67
26,69
26,79
26,80
26,81
26,98
26,99
27,26
27,35
27,38
27,39
27,40
27,44
27,48
27,49
27,50
27,52
27,53
27,54
27,55
27,56
27,58
27,59
27,60
27,61
27,62
27,64
27,65
27,66
27,70
27,78
27,79
27,96
27,100
28,35
28,37
28,44
28,45
28,46
28,47
28,49
28,50
28,51
28,52
28,53
28,54
28,55
28,58
28,59
28,62
28,63
28,64
28,65
28,66
28,75
28,77
28,79
28,101
28,118
28,183
29,36
29,44
29,45
29,46
29,49
29,51
29,54
29,55
29,56
29,59
29,60
29,61
29,62
29,63
29,65
29,66
30,41
30,44
30,45
30,46
30,48
30,49
30,52
30,53
30,54
30,56
30,57
30,58
30,59
30,60
30,62
30,63
30,64
30,65
30,67
30,69
30,73
30,99
30,109
31,40
31,41
31,42
31,43
31,44
31,45
31,46
31,47
31,48
31,52
31,53
31,56
31,57
31,58
31,62
31,64
31,65
31,66
31,67
31,68
31,69
31,108
31,184
32,41
32,42
32,43
32,45
32,47
32,53
32,54
32,55
32,56
32,58
32,61
32,62
32,63
32,64
32,65
32,66
32,68
32,69
32,101
32,102
33,43
33,44
33,47
33,48
33,51
33,52
33,53
33,54
33,56
33,58
33,61
33,62
33,63
33,66
33,67
33,68
33,69
33,94
34,43
34,45
34,46
34,47
34,48
34,51
34,52
34,54
34,55
34,57
34,58
34,61
34,62
34,63
34,66
34,67
34,68
34,69
34,70
34,101
34,103
34,107
35,43
35,46
35,47
35,48
35,51
35,52
35,54
35,57
35,58
35,59
35,60
35,61
35,64
35,65
35,67
35,68
35,69
35,70
35,106
36,42
36,51
36,52
36,53
36,54
36,56
36,57
36,58
36,59
36,61
36,62
36,63
36,64
36,67
36,68
36,69
36,70
36,71
36,72
36,73
36,74
36,97
36,103
36,113
37,41
37,43
37,52
37,53
37,59
37,60
37,61
37,64
37,65
37,66
37,67
37,68
37,69
37,73
37,74
37,76
37,78
37,80
37,96
38,46
38,59
38,62
38,63
38,64
38,65
38,67
38,68
38,69
38,70
38,71
38,72
38,73
38,75
38,77
38,79
38,81
38,83
38,107
38,109
38,161
39,41
39,53
39,59
39,63
39,65
39,66
39,67
39,70
39,72
39,73
39,76
40,42
40,48
40,59
40,63
40,64
40,66
40,67
40,69
40,70
40,71
40,105
40,123
41,41
41,43
41,49
41,57
41,59
41,60
41,61
41,62
41,63
41,64
41,66
41,67
41,68
41,69
41,71
42,58
42,62
42,63
42,64
42,65
42,66
42,68
42,69
42,70
42,71
42,72
43,55
43,57
43,59
43,62
43,63
43,65
43,66
43,67
43,68
43,69
43,70
44,36
44,62
44,63
44,64
44,66
44,67
44,69
44,70
44,71
44,72
44,73
44,74
45,37
45,56
45,57
45,61
45,62
45,64
45,65
45,66
45,68
45,69
45,71
45,72
45,73
45,74
46,56
46,57
46,58
46,61
46,62
46,63
46,64
46,65
46,66
46,68
46,69
46,71
47,56
47,57
47,58
47,59
47,60
47,61
47,62
47,63
47,68
47,69
48,56
48,57
48,64
48,65
48,66
48,71
49,55
49,56
49,58
49,59
49,64
49,70
50,55
50,56
50,57
50,58
50,59
50,61
50,62
50,63
50,71
51,54
51,55
51,56
51,59
51,60
51,61
51,63
51,68
51,72
52,59
52,63
52,64
52,65
52,66
52,67
52,68
52,69
52,71
52,73
53,54
53,57
53,68
53,70
54,53
54,71
60,42
63,34
70,31
71,34
72,35
72,37
73,22
73,25
73,27
78,33
81,42
82,35
82,41
83,30
83,33
84,29
